featurecla,name,namealt,changed,note,name_fr,min_label,max_label,scalerank,label,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_fa,name_he,name_uk,name_ur,name_zht,oceanbasin,subbasin
bay,Tayabas Bay,,Version 5.2,_untitled_64,Baie de Tayabas,7.7,10.0,8,Tayabas Bay,Q999060,╪«┘ä┘è╪¼ ╪╖┘è╪º╪¿╪│,αªñαºêαª»αª╝αª¼αª╛αª╕ αª¼αºç,Bucht von Tayabas,Tayabas Bay,Bah├¡a de Tayabas,╬Ü╧î╬╗╧Ç╬┐╧é ╬ñ╬▒╧à╬¼╬╝╧Ç╬▒╧é,αññαÑêαñ»αñ¼αñ╛αñ╕ αñ¼αÑç,Tayabas-├╢b├╢l,Teluk Tayabas,Baia di Tayabas,πé┐πâñπâÉπé╣µ╣╛,φâÇ∞ò╝δ░ö∞èñ δ▓á∞¥┤,Tayabas Bay,Zatoka Tayabas,Ba├¡a de Tayabas,╨╖╨░╨╗╨╕╨▓ ╨ó╨░╤Å╨▒╨░╤ü,Tayabas Bay,Tayabas Koyu,Vß╗ïnh Tayabas,σíöΣ║Üσ╖┤µû»µ╣╛,1159120353,╪«┘ä█î╪¼ ╪¬╪º█î╪º╪¿╪º╪│,╫₧╫ñ╫¿╫Ñ ╫ÿ╫Ö╫Ö╫æ╫ö,╨ó╨░╨╣╨░╨▒╨░╤ü-╨æ╨╡╨╣,╪¬╪º█î╪º╪¿╪º╪│ ╪¿█Æ,σíöΣ║₧σ╖┤τüú,North Pacific Ocean,Philippine Sea
sea,Sibuyan Sea,,Version 5.2,_untitled_64,mer de Sibuyan,7.6,10.0,7,Sibuyan Sea,Q594834,╪¿╪¡╪▒ ╪│┘è╪¿┘ê┘è╪º┘å,αª╕αª┐αª¼αºüαª»αª╝αª╛αª¿ αª╕αª╛αªùαª░,Sibuyan-See,Sibuyan Sea,mar de Sibuyan,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╬ú╬╣╬╝╧Ç╬┐╧à╬│╬╣╬¼╬╜,αñ╕αñ┐αñ¼αÑüαñ»αñ╛αñ¿ αñ╕αñ╛αñùαñ░,Sibuyan-tenger,Laut Sibuyan,Mar di Sibuyan,πé╖πâûπâñπâ│µ╡╖,∞ï£δ╢Ç∞ûÇφò┤,Sibuyanzee,Morze Sibuyan,Mar de Sibuyan,╨í╨╕╨▒╤â╤Å╨╜,Sibuyansj├╢n,Sibuyan Denizi,Biß╗ân Sibuyan,Θî½σ╕âσ╗╢µ╡╖,1159120183,╪»╪▒█î╪º█î ╪│█î╪¿┘ê█î╪º┘å,╫Ö╫¥ ╫í╫Ö╫æ╫ò╫Ö╫É╫ƒ,╨£╨╛╤Ç╨╡ ╨í╤û╨▒╤â╤Å╨╜,╪¿╪¡█î╪▒█ü ╪│█î╪¿┘ê█î╪º┘å,Θî½σ╕âσ╗╢µ╡╖,North Pacific Ocean,Philippine Sea
strait,Taiwan Strait,,Version 5.2,,d├⌐troit de Ta├»wan,5.7,10.0,4,Taiwan Strait,Q127031,┘à╪╢┘è┘é ╪¬╪º┘è┘ê╪º┘å,αªñαª╛αªçαªôαª»αª╝αª╛αª¿ αª¬αºìαª░αªúαª╛αª▓αºÇ,Formosastra├ƒe,Taiwan Strait,Estrecho de Taiw├ín,╬ú╧ä╬╡╬╜╧î ╧ä╬╖╧é ╬ñ╬▒╧è╬▓╬¼╬╜,αññαñ╛αñçαñ╡αñ╛αñ¿ αñ╕αÑìαñƒαÑìαñ░αÑçαñƒ,Tajvani-szoros,Selat Taiwan,Stretto di Formosa,σÅ░µ╣╛µ╡╖σ│í,φâÇ∞¥┤∞Öä φò┤φÿæ,Straat van Taiwan,Cie┼¢nina Tajwa┼äska,Estreito de Taiwan,╨ó╨░╨╣╨▓╨░╨╜╤î╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Taiwansundet,Tayvan Bo─ƒaz─▒,eo biß╗ân ─É├ái Loan,σÅ░µ╣╛µ╡╖σ│í,1159116947,╪¬┘å┌»┘ç ╪¬╪º█î┘ê╪º┘å,╫₧╫ª╫¿ ╫ÿ╫É╫Ö╫ò╫ò╫É╫ƒ,╨ó╨░╨╣╨▓╨░╨╜╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪ó╪¿┘å╪º╪ª█Æ ╪¬╪º╪ª█î┘ê╪º┘å,σÅ░τüúµ╡╖σ│╜,North Pacific Ocean,Taiwan Strait
sea,East China Sea,,Version 5.2,,mer de Chine orientale,4.0,8.5,2,East China Sea,Q45341,╪¿╪¡╪▒ ╪º┘ä╪╡┘è┘å ╪º┘ä╪┤╪▒┘é┘è,αª¬αºéαª░αºìαª¼ αªÜαºÇαª¿ αª╕αª╛αªùαª░,Ostchinesisches Meer,East China Sea,mar de China Oriental,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬╖╧é ╬æ╬╜╬▒╧ä╬┐╬╗╬╣╬║╬«╧é ╬Ü╬»╬╜╬▒╧é,αñ¬αÑéαñ░αÑìαñ╡αÑÇ αñÜαÑÇαñ¿ αñ╕αñ╛αñùαñ░,Kelet-k├¡nai-tenger,Laut Tiongkok Timur,mar Cinese Orientale,µ¥▒πé╖πâèµ╡╖,δÅÖ∞ñæΩ╡¡φò┤,Oost-Chinese Zee whoop whoop,Morze Wschodniochi┼äskie,Mar da China Oriental,╨Æ╨╛╤ü╤é╨╛╤ç╨╜╨╛-╨Ü╨╕╤é╨░╨╣╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,├ûstkinesiska havet,Do─ƒu ├çin Denizi,Biß╗ân Hoa ─É├┤ng,Σ╕£µ╡╖,1159116027,╪»╪▒█î╪º█î ┌å█î┘å ╪┤╪▒┘é█î,╫Ö╫¥ ╫í╫Ö╫ƒ ╫ö╫₧╫û╫¿╫ù╫Ö,╨í╤à╤û╨┤╨╜╨╛╨║╨╕╤é╨░╨╣╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪┤╪▒┘é█î ┌å█î┘å,µ¥▒µ╡╖,North Pacific Ocean,East China Sea
sea,Bo Hai,,Version 1.4,,mer de Bohai,5.7,10.0,4,Bo Hai,Q181969,╪¿╪¡╪▒ ╪¿┘ê┘ç╪º┘è,αª¼αºï αª╣αª╛αªç,Golf von Bohai,Bohai Sea,mar de Bohai,╬£╧Ç╬┐ ╬º╬¼╬╣,αñ¼αÑïαñ╣αñ╛αñê αñ╕αñ╛αñùαñ░,Pohaj-tenger,Laut Bohai,Mare di Bohai,µ╕ñµ╡╖,δ│┤φòÿ∞¥┤φò┤,Bohaizee,Zatoka Pohaj,Mar de Bohai,╨æ╨╛╤à╨░╨╣╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Bohai,Bohai Denizi,Bß╗Öt Hß║úi,µ╕ñµ╡╖,1159117171,╪»╪▒█î╪º█î ╪¿┘ê┘ç╪º█î,╫Ö╫¥ ╫æ╫ò╫ö╫É╫Ö,╨æ╨╛╤à╨░╨╣╨▓╨░╨╜╤î,╪¿╪¡█î╪▒█ü ╪¿┘ê█ü╪º█î,µ╕ñµ╡╖,North Pacific Ocean,Yellow Sea
sea,Yellow Sea,,Version 5.2,,mer Jaune,4.0,8.5,2,Yellow Sea,Q37960,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪ú╪╡┘ü╪▒,αª¬αºÇαªñαª╕αª╛αªùαª░,Gelbes Meer,Yellow Sea,mar Amarillo,╬Ü╬»╧ä╧ü╬╣╬╜╬╖ ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αñ¬αÑÇαñ▓αñ╛ αñ╕αñ╛αñùαñ░,S├írga-tenger,Laut Kuning,mar Giallo,Θ╗äµ╡╖,φÖ⌐φò┤,Gele Zee,Morze ┼╗├│┼éte,Mar Amarelo,╨û╤æ╨╗╤é╨╛╨╡ ╨╝╨╛╤Ç╨╡,Gula havet,Sar─▒deniz,Ho├áng Hß║úi,Θ╗äµ╡╖,1159115999,╪»╪▒█î╪º█î ╪▓╪▒╪»,╫ö╫Ö╫¥ ╫ö╫ª╫ö╫ò╫æ,╨û╨╛╨▓╤é╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º╪╡┘ü╪▒,Θ╗äµ╡╖,North Pacific Ocean,Yellow Sea
strait,Korea Strait,,Version 5.2,,d├⌐troit de Cor├⌐e,5.7,10.0,4,Korea Strait,Q52052,┘â┘ê╪▒┘è╪º,αªòαºïαª░αª┐αª»αª╝αª╛ αª¬αºìαª░αªúαª╛αª▓αºÇ,Koreastra├ƒe,Korea Strait,Estrecho de Corea,╬ú╧ä╬╡╬╜╧î ╧ä╬╖╧é ╬Ü╬┐╧ü╬¡╬▒╧é,αñòαÑïαñ░αñ┐αñ»αñ╛ αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Koreai-szoros,Selat Korea,Stretto di Corea,σ»╛Θª¼µ╡╖σ│í,δîÇφò£φò┤φÿæ,Straat Korea,Cie┼¢nina Korea┼äska,Estreito da Coreia,╨Ü╨╛╤Ç╨╡╨╣╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Koreasundet,Kore Bo─ƒaz─▒,Eo biß╗ân Triß╗üu Ti├¬n,µ£¥Θ▓£µ╡╖σ│í,1159116907,╪¬┘å┌»┘ç ┌⌐╪▒┘ç,╫₧╫ª╫¿ ╫º╫ò╫¿╫Ö╫É╫ö,╨Ü╨╛╤Ç╨╡╨╣╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪ó╪¿┘å╪º╪ª█Æ ┌⌐┘ê╪▒█î╪º,µ£¥Θ««µ╡╖σ│╜,North Pacific Ocean,Korea Strait
sea,Inner Sea,,Version 5.2,,Mers int├⌐rieures de la c├┤te occidentale de l'├ëcosse,5.7,10.0,4,Inner Sea,Q231312,"╪¿╪¡╪▒ ╪│┘è╪¬┘ê ╪º┘ä╪»╪º╪«┘ä
",αª╕αºçαªƒαºï αªàαª¡αºìαª»αª¿αºìαªñαª░αºÇαªú αª╕αª╛αªùαª░,Seto-Inlandsee,Seto Inland Sea,mar interior de Seto,╬ò╧â╧ë╧ä╬╡╧ü╬╣╬║╬« ╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬╖╧é ╬Ö╬▒╧Ç╧ë╬╜╬»╬▒╧é,αñ╕αÑçαñƒαÑï αñàαñéαññαñ░αÑìαñªαÑçαñ╢αÑÇαñ» αñ╕αñ╛αñùαñ░,Szet├│-beltenger,Laut Pedalaman Seto,Mare interno di Seto,τÇ¼µê╕σåàµ╡╖,∞ä╕φåá δé┤φò┤,Japanse Binnenzee,Morze Wewn─Ötrzne,Mar Interior,╨Æ╨╜╤â╤é╤Ç╨╡╨╜╨╜╨╡╨╡ ╨»╨┐╨╛╨╜╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Japanska innanhavet,Seto ─░├º Denizi,Biß╗ân nß╗Öi ─æß╗ïa Seto,µ┐æµê╖σåàµ╡╖,1159116927,,╫ö╫Ö╫¥ ╫ö╫ñ╫á╫Ö╫₧╫Ö ╫í╫ÿ╫ò,╨Æ╨╜╤â╤é╤Ç╤û╤ê╨╜╤ö ╨»╨┐╨╛╨╜╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪│┘è╪¬┘ê ╪»╪º╪«┘ä█î,τÇ¿µê╢σàºµ╡╖,North Pacific Ocean,Inner Sea
sea,Sea of Japan,East Sea,Version 5.2,,mer du Japon,2.0,7.5,1,Sea of Japan,Q27092,╪¿╪¡╪▒ ╪º┘ä┘è╪º╪¿╪º┘å,αª£αª╛αª¬αª╛αª¿ αª╕αª╛αªùαª░,Japanisches Meer,Sea of Japan,mar del Jap├│n,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬╖╧é ╬Ö╬▒╧Ç╧ë╬╜╬»╬▒╧é,αñ£αñ╛αñ¬αñ╛αñ¿ αñ╕αñ╛αñùαñ░,Jap├ín-tenger,Laut Jepang,Mar del Giappone,µùÑµ£¼µ╡╖,δÅÖφò┤,Japanse Zee,Morze Japo┼äskie,Mar do Jap├úo,╨»╨┐╨╛╨╜╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Japanska havet,Japon Denizi,Biß╗ân Nhß║¡t Bß║ún,µùÑµ£¼µ╡╖,1159115305,╪»╪▒█î╪º█î ┌ÿ╪º┘╛┘å,╫Ö╫¥ ╫Ö╫ñ╫ƒ,╨»╨┐╨╛╨╜╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪¼╪º┘╛╪º┘å,µùÑµ£¼µ╡╖,North Pacific Ocean,Sea of Japan
strait,Tatar Strait,,Version 1.4,,d├⌐troit de Tartarie,7.6,10.0,7,Tatar Strait,Q110802,┘à╪╢┘è┘é ╪¬╪º╪▒╪¬╪º╪▒┘è,αªñαª╛αªñαª╛αª░ αª¬αºìαª░αªúαª╛αª▓αºÇ,Tatarensund,Strait of Tartary,Estrecho de Tartaria,╬á╬┐╧ü╬╕╬╝╧î╧é ╬ñ╬▒╧ä╬¼╧ü╧ë╬╜,αññαñ╛αññαñ╛αñ░ αñ£αñ▓αñíαñ«αñ░αÑéαñ«αñºαÑìαñ»,Tat├ír-szoros,Selat Tatar,stretto dei Tartari,Θûôσ««µ╡╖σ│í,φâÇφâÇδÑ┤ φò┤φÿæ,Tatarensont,Cie┼¢nina Tatarska,Estreito da Tart├íria,╨ó╨░╤é╨░╤Ç╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Tatarsundet,Tatar Bo─ƒaz─▒,Eo biß╗ân Tatar,Θ₧æΘ¥╝µ╡╖σ│í,1159117937,╪¬┘å┌»┘ç ╪¬╪º╪¬╪º╪▒,╫₧╫ª╫¿ ╫ö╫ÿ╫ÿ╫¿╫Ö╫¥,╨ó╨░╤é╨░╤Ç╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪¬╪º╪¬╪º╪▒ ╪º╪│┘╣╪▒█î┘╣,ΘƒâΘ¥╝µ╡╖σ│╜,North Pacific Ocean,Sea of Okhotsk
bay,Uda Bay,,Version 1.4,,Baie d'Uda,6.0,10.0,5,Uda Bay,Q1141758,╪ú┘ê╪»╪º ╪¿╪º┘è,αªëαªªαª╛ αª¼αºç,Udabucht,Uda Gulf,Bah├¡a del Uda,╬Ü╧î╬╗╧Ç╬┐╧é ╬ƒ╧ì╬╜╧ä╬▒,αñëαñíαñ╛ αñ¼αÑç,Uda-├╢b├╢l,Teluk Uda,Golfo della Uda,πéªπâÇµ╣╛,∞Ü░∞╕á∞╣┤∞ò╝δºî,Oedskaja goeba,Zatoka Udzka,Ba├¡a do Uda,╨ú╨┤╤ü╨║╨░╤Å ╨│╤â╨▒╨░,Udabukten,Uda Koyu,Vß╗ïnh Uda,Σ╣îΦ╛╛µ╣╛,1159117883,╪«┘ä█î╪¼ ╪º┘ê╪»╪º,╫₧╫ñ╫¿╫Ñ ╫É╫ò╫ô╫ö,╨ú╨┤╤ü╤î╨║╨░ ╨│╤â╨▒╨░,╪º┘ê╪»╪º ╪¿█Æ,Σ╣îΦ╛╛µ╣╛,North Pacific Ocean,Sea of Okhotsk
sea,Sea of Okhotsk,,Version 5.2,,mer d'Okhotsk,2.0,7.5,1,Sea of Okhotsk,Q41602,╪¿╪¡╪▒ ╪ú┘ê╪«┘ê╪¬╪│┘â,αªôαªûαºïαºÄαª╕αºìαªò αª╕αª╛αªùαª░,Ochotskisches Meer,Sea of Okhotsk,mar de Ojotsk,╬ƒ╧ç╬┐╧ä╧â╬║╬╣╬║╬« ╬╕╬¼╬╗╬▒╧â╧â╬▒,αñôαñûαñ╝αÑïαññαÑìαñ╕αÑìαñò αñ╕αñ╛αñùαñ░,Ohotszki-tenger,Laut Okhotsk,mare di Ochotsk,πé¬πâ¢πâ╝πâäπé»µ╡╖,∞ÿñφÿ╕∞╕áφü¼φò┤,Zee van Ochotsk,Morze Ochockie,Mar de Okhotsk,╨₧╤à╨╛╤é╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Ochotska havet,Ohotsk Denizi,Biß╗ân Okhotsk,ΘäéΘ£ìµ¼íσàïµ╡╖,1159115541,╪»╪▒█î╪º█î ╪º╪«╪¬╪│┌⌐,╫Ö╫¥ ╫É╫ò╫ù╫ò╫ª╫º,╨₧╤à╨╛╤é╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪º╪«┘ê╪¬╪│┌⌐,ΘäéΘ£ìµ¼íσàïµ╡╖,North Pacific Ocean,Sea of Okhotsk
gulf,Gulf of Anadyr',,Version 1.4,,Golfe d'Anadyr,5.7,10.0,6,Gulf of Anadyr',Q483824,╪«┘ä┘è╪¼ ╪ú┘å╪º╪»┘è╪▒,αªùαª╛αª▓αª½ αªàαª½ αªåαª¿αª╛αªíαª╛αªçαª░,Anadyrgolf,Gulf of Anadyr,Golfo del An├ídyr,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬┐╧à ╬æ╬╜╬▒╬╜╧ä╧ì╧ü',αñàαñ¿αñ╛αñªαñ┐αñ░ αñòαÑÇ αñûαñ╛αñíαñ╝αÑÇ',Anadyr-├╢b├╢l,Teluk Anadyr,Golfo dell'Anadyr',πéóπâèπâçπéúπâ¬µ╣╛,Ω▒╕φöä ∞ÿñδ╕î ∞òäδéÿδööδÑ┤,Golf van Anadyr,Zatoka Anadyrska,Golfo do Anadyr,╨É╨╜╨░╨┤╤ï╤Ç╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Anadyrbukten,Anadyr K├╢rfezi,Vß╗ïnh Anadyr,Θÿ┐τ┤ìσ╛╖τê╛τüú,1159120779,╪«┘ä█î╪¼ ╪ó┘å╪º╪»█î╪▒,╫₧╫ñ╫¿╫Ñ ╫É╫á╫É╫ô╫Ö╫¿,╨É╨╜╨░╨┤╨╕╤Ç╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,┌»┘ä┘ü ╪ó┘ü ╪º█î┘å╪º╪»╪▒',Θÿ┐τ┤ìσ╛╖τê╛τüú,North Pacific Ocean,Bering Sea
strait,Bering Strait,,Version 5.2,,D├⌐troit de B├⌐ring,5.7,10.0,4,Bering Strait,Q11769,,,,,,,,,,,,,,,,,,,,,1779502735,,,,,,North Pacific Ocean,Bering Strait
generic,,,Version 5.2,Internal U.S. (Alaska) Waters,,7.7,10.0,8,,,,,,,,,,,,,,,,,,,,,,,1159119383,,,,,,North Pacific Ocean,Coastal Waters of Southeast Al
gulf,Golfo de California,,Version 5.2,,golfe de Californie,5.0,9.5,3,Golfo de California,Q132811,╪«┘ä┘è╪¼ ┘â╪º┘ä┘è┘ü┘ê╪▒┘å┘è╪º,αªòαºìαª»αª╛αª▓αª┐αª½αºïαª░αºìαª¿αª┐αª»αª╝αª╛ αªëαª¬αª╕αª╛αªùαª░,Golf von Kalifornien,Bering Strait,Golfo de California,╬Ü╧î╬╗╧Ç╬┐╧é ╧ä╬╖╧é ╬Ü╬▒╬╗╬╣╧å╧î╧ü╬╜╬╣╬▒,αñùαÑïαñ▓αÑìαñ½αÑï αñíαÑÇ αñòαÑêαñ▓αñ┐αñ½αÑïαñ░αÑìαñ¿αñ┐αñ»αñ╛,Kaliforniai-├╢b├╢l,Teluk California,Golfo di California,πé½πâ¬πâòπé⌐πâ½πâïπéóµ╣╛,∞║ÿδª¼φÅ¼δïê∞òä δºî,Golf van Californi├½,Zatoka Kalifornijska,Golfo da Calif├│rnia,╨Ü╨░╨╗╨╕╤ä╨╛╤Ç╨╜╨╕╨╣╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╨▓,Californiaviken,California K├╢rfezi,Vß╗ïnh California,σèáσê⌐τªÅσ░╝Σ║Üµ╣╛,1159116479,╪«┘ä█î╪¼ ┌⌐╪º┘ä█î┘ü╪▒┘å█î╪º,╫₧╫ñ╫¿╫Ñ ╫º╫£╫Ö╫ñ╫ò╫¿╫á╫Ö╫ö,╨Ü╨░╨╗╤û╤ä╨╛╤Ç╨╜╤û╨╣╤ü╤î╨║╨░ ╨╖╨░╤é╨╛╨║╨░,╪«┘ä█î╪¼ ┌⌐█î┘ä█î ┘ü┘ê╪▒┘å█î╪º,σèáσê⌐τªÅσ░╝Σ║₧τüú,North Pacific Ocean,Golfo de California
strait,Strait of Gibraltar,,Version 5.2,,d├⌐troit de Gibraltar,5.7,10.0,4,Strait of Gibraltar,Q36124,┘à╪╢┘è┘é ╪¼╪¿┘ä ╪╖╪º╪▒┘é,αª£αª┐αª¼αºìαª░αª╛αª▓αºìαªƒαª╛αª░ αª¬αºìαª░αªúαª╛αª▓αºÇ,Stra├ƒe von Gibraltar,Strait of Gibraltar,Estrecho de Gibraltar,╬ú╧ä╬╡╬╜╧î ╧ä╬┐╧à ╬ô╬╣╬▓╧ü╬▒╬╗╧ä╬¼╧ü,αñ£αñ┐αñ¼αÑìαñ░αñ╛αñ▓αÑìαñƒαñ░ αñ£αñ▓αñ╕αñ¿αÑìαñºαñ┐,Gibralt├íri-szoros,Selat Gibraltar,stretto di Gibilterra,πé╕πâûπâ⌐πâ½πé┐πâ½µ╡╖σ│í,∞ºÇδ╕îδíñφä░ φò┤φÿæ,Straat van Gibraltar,Cie┼¢nina Gibraltarska,Estreito de Gibraltar,╨ô╨╕╨▒╤Ç╨░╨╗╤é╨░╤Ç╤ü╨║╨╕╨╣ ╨┐╤Ç╨╛╨╗╨╕╨▓,Gibraltar sund,Cebelitar─▒k Bo─ƒaz─▒,Eo biß╗ân Gibraltar,τ¢┤σ╕âτ╛àΘÖÇµ╡╖σ│╜,1159117067,╪¬┘å┌»┘ç ╪¼╪¿┘ä╪º┘ä╪╖╪º╪▒┘é,╫₧╫ª╫¿ ╫Æ╫Ö╫æ╫¿╫£╫ÿ╫¿,╨ô╤û╨▒╤Ç╨░╨╗╤é╨░╤Ç╤ü╤î╨║╨░ ╨┐╤Ç╨╛╤é╨╛╨║╨░,╪ó╪¿┘å╪º╪ª█Æ ╪¼╪¿┘ä ╪º┘ä╪╖╪º╪▒┘é,τ¢┤σ╕âτ╛àΘÖÇµ╡╖σ│╜,Mediterranean Region,Western Mediterranean Basin
sea,Alboran Sea,,Version 1.4,,mer d'Alboran,7.6,10.0,7,Alboran Sea,Q199408,╪¿╪¡╪▒ ╪º┘ä╪¿┘ê╪▒╪º┘å,αªåαª▓αª¼αºïαª░αª╛αª¿ αª╕αºÇ,Albor├ín-Meer,Alboran Sea,mar de Albor├ín,╬ÿ╬¼╬╗╬▒╧â╧â╬▒ ╧ä╬┐╧à ╬æ╬╗╬╝╧Ç╬┐╧ü╬¼╬╜,αñàαñ▓αÑìαñ¼αÑïαñ░αñ¿ αñ╕αñ╛αñùαñ░,Albor├ín-tenger,Laut Albora,mare di Albor├ín,πéóπâ½πâ£πâ⌐πâ│µ╡╖,∞òîδ│┤δ₧Çφò┤,Albor├ínzee,Morze Albora┼äskie,Mar de Albor├úo,╨£╨╛╤Ç╨╡ ╨É╨╗╤î╨▒╨╛╤Ç╨░╨╜,Albor├ínsj├╢n,Alboran Denizi,Biß╗ân Alboran,Θÿ┐σ░öµ▓âσà░µ╡╖,1159118457,╪»╪▒█î╪º█î ╪ó┘ä╪¿┘ê╪▒╪º┘å,╫Ö╫¥ ╫É╫£╫æ╫ò╫¿╫É╫ƒ,╨£╨╛╤Ç╨╡ ╨É╨╗╤î╨▒╨╛╤Ç╨░╨╜,╪¿╪¡█î╪▒█ü ╪º┘ä╪¿┘ê╪▒╪º┘å,Θÿ┐τê╛µ▓âΦÿ¡µ╡╖,Mediterranean Region,Western Mediterranean Basin
sea,Balearic Sea,,Version 5.2,,mer des Bal├⌐ares,5.7,10.0,4,Balearic Sea,Q200712,╪º┘ä╪¿╪¡╪▒ ╪º┘ä╪¿┘ä┘è╪º╪▒┘è,αª¼αª╛αª▓αºçαª»αª╝αª╛αª░αºÇαª»αª╝ αª╕αª╛αªùαª░,Balearen-Meer,Balearic Sea,mar Balear,╬Ö╬▓╬╖╧ü╬╣╬║╬« ╬╕╬¼╬╗╬▒╧â╧â╬▒,αñ¼αÑêαñ▓αñ┐αñÅαñ░αñ┐αñò αñ╕αñ╛αñùαñ░,Bale├ír-tenger,Laut Balearik,mare delle Baleari,πâÉπâ¼πéóπâ¼πé╣µ╡╖,δ░£δáê∞òäδáê∞èñφò┤,Balearische Zee,Morze Balearskie,Mar das Baleares,╨æ╨░╨╗╨╡╨░╤Ç╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Baleariska sj├╢n,Balear Denizi,biß╗ân Balear,σ╖┤σê⌐Θÿ┐Θçîµ╡╖,1159117105,╪»╪▒█î╪º█î ╪¿╪º┘ä╪ª╪º╪▒,╫ö╫Ö╫¥ ╫ö╫æ╫£╫É╫¿╫Ö,╨æ╨░╨╗╨╡╨░╤Ç╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ╪¿┘ä█î╪¿╪º╪▒,σ╖┤σê⌐Θÿ┐Θçîµ╡╖,Mediterranean Region,Western Mediterranean Basin
sea,Ligurian Sea,,Version 1.4,,mer Ligure,6.0,10.0,5,Ligurian Sea,Q42820,╪º┘ä╪¿╪¡╪▒ ╪º┘ä┘ä┘è╪║┘ê╪▒┘è,αª▓αª┐αªùαºüαª░αºÇαª»αª╝ αª╕αª╛αªùαª░,Ligurisches Meer,Ligurian Sea,mar de Liguria,╬¢╬╣╬│╬┐╧à╧ü╬╣╬▒╬╜╬« ╬ÿ╬¼╬╗╬▒╧â╧â╬▒,αñ▓αñ┐αñùαÑüαñ░αñ┐αñ»αñ¿ αñ╕αñ╛αñùαñ░,Ligur-tenger,Laut Liguria,mar Ligure,πâ¬πé░πâ¬πéóµ╡╖,δª¼Ω╡¼δª¼∞òäφò┤,Ligurische Zee,Morze Liguryjskie,Mar L├¡gure,╨¢╨╕╨│╤â╤Ç╨╕╨╣╤ü╨║╨╛╨╡ ╨╝╨╛╤Ç╨╡,Liguriska havet,Ligurya Denizi,biß╗ân Ligure,σê⌐σÅñΘçîΣ║₧µ╡╖,1159118439,╪»╪▒█î╪º█î ┘ä█î┌»┘ê╪▒█î╪º,╫ö╫Ö╫¥ ╫ö╫£╫Ö╫Æ╫ò╫¿╫Ö,╨¢╤û╨│╤â╤Ç╤û╨╣╤ü╤î╨║╨╡ ╨╝╨╛╤Ç╨╡,╪¿╪¡█î╪▒█ü ┘ä█î┌»┘ê╪▒█î╪ª┘å,σê⌐σÅñΘçîΣ║₧µ╡╖,Mediterranean Region,Western Mediterranean Basin
